,DATETIME,DATE,TIME,PEAK_OFFPEAK,HOKKAIDO,TOHOKU,TOKYO,CHUBU,HOKURIKU,KANSAI,CHUGOKU,SHIKOKU,KYUSHU,AMOUNT_OF_BIDS_SOLD_(KWH),AMOUNT_OF_BIDS_PURCHASED_(KWH),TOTAL_CONTRACTED_QUANTITY_(KWH)
6930,2023-05-25 09:00:00,2023-05-25,09:00:00,peak,6.02,6.02,6.02,3.94,3.94,3.94,3.94,3.94,0.01,23150950.0,15647100.0,14376200.0
6931,2023-05-25 09:30:00,2023-05-25,09:30:00,peak,4.65,4.65,5.0,1.01,1.01,1.01,1.01,1.01,0.01,23800250.0,15948050.0,14736550.0
6932,2023-05-25 10:00:00,2023-05-25,10:00:00,peak,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,0.01,24549100.0,16032300.0,14923800.0
6933,2023-05-25 10:30:00,2023-05-25,10:30:00,peak,4.65,4.65,5.0,1.0,1.0,1.0,1.0,1.0,0.01,24748450.0,16105000.0,15013650.0
6934,2023-05-25 11:00:00,2023-05-25,11:00:00,peak,0.3,4.65,6.01,2.0,2.0,2.0,2.0,2.0,0.01,24997600.0,17236550.0,15314700.0
6935,2023-05-25 11:30:00,2023-05-25,11:30:00,peak,0.01,4.65,4.65,1.01,1.01,1.01,1.01,1.01,0.01,25223950.0,16914200.0,15211150.0
6936,2023-05-25 12:00:00,2023-05-25,12:00:00,peak,0.01,4.65,5.0,0.1,0.1,0.1,0.1,0.1,0.01,24977450.0,16734550.0,15025650.0
6937,2023-05-25 12:30:00,2023-05-25,12:30:00,peak,5.0,6.01,6.01,1.0,1.0,1.0,1.0,1.0,0.01,24833050.0,16826450.0,14965800.0
6938,2023-05-25 13:00:00,2023-05-25,13:00:00,peak,7.13,7.13,7.13,7.13,7.13,7.13,7.13,7.13,0.01,23632100.0,17225800.0,15018300.0
6939,2023-05-25 13:30:00,2023-05-25,13:30:00,peak,7.73,7.73,7.73,7.73,7.73,7.73,7.73,7.73,0.01,22496150.0,17185050.0,14748900.0
6940,2023-05-25 14:00:00,2023-05-25,14:00:00,peak,8.63,8.63,8.63,8.2,8.2,8.2,8.2,8.2,0.01,21492200.0,17013750.0,14367900.0
6941,2023-05-25 14:30:00,2023-05-25,14:30:00,peak,8.67,8.67,8.67,7.73,7.73,7.73,7.73,7.73,0.01,20551350.0,16841050.0,13826300.0
6942,2023-05-25 15:00:00,2023-05-25,15:00:00,peak,9.31,9.31,9.31,8.1,8.1,8.1,8.1,8.1,0.01,18889850.0,16526900.0,13157000.0
6943,2023-05-25 15:30:00,2023-05-25,15:30:00,peak,10.23,10.23,10.23,8.1,8.1,8.1,8.1,8.1,0.01,18876650.0,17200650.0,13808850.0
6944,2023-05-25 16:00:00,2023-05-25,16:00:00,peak,13.73,13.73,13.73,7.13,7.13,7.13,7.13,7.13,1.0,18137400.0,17376650.0,14075700.0
6945,2023-05-25 16:30:00,2023-05-25,16:30:00,peak,14.09,14.09,14.09,8.2,8.2,8.2,8.2,8.2,8.2,17198800.0,17038550.0,13660800.0
6946,2023-05-25 17:00:00,2023-05-25,17:00:00,peak,14.3,14.3,14.3,9.44,8.2,8.2,8.2,8.2,8.2,16611250.0,17179300.0,13746800.0
6947,2023-05-25 17:30:00,2023-05-25,17:30:00,peak,15.0,15.0,15.0,10.54,8.94,8.94,8.94,8.94,8.94,16350150.0,17421250.0,13580700.0
6948,2023-05-25 18:00:00,2023-05-25,18:00:00,peak,15.29,15.29,15.29,15.29,8.42,8.42,8.42,8.42,8.42,16726050.0,18098300.0,13900600.0
6949,2023-05-25 18:30:00,2023-05-25,18:30:00,peak,15.29,15.29,15.29,15.29,10.94,10.94,10.94,10.94,10.94,16848950.0,18619800.0,13888900.0
6950,2023-05-25 19:00:00,2023-05-25,19:00:00,peak,15.29,15.29,15.29,15.29,10.05,10.05,10.05,10.05,10.05,17283050.0,18518200.0,14146450.0
6951,2023-05-25 19:30:00,2023-05-25,19:30:00,peak,15.29,15.29,15.29,15.0,9.19,9.19,9.19,9.19,9.19,17661750.0,18225150.0,14152500.0
6952,2023-05-25 20:00:00,2023-05-25,20:00:00,offpeak,15.29,15.29,15.29,10.05,10.05,10.05,10.05,10.05,10.05,18017150.0,18312750.0,14332200.0
6953,2023-05-25 20:30:00,2023-05-25,20:30:00,offpeak,15.29,15.29,15.29,9.48,9.24,9.24,9.24,9.24,9.24,18033050.0,18266750.0,14086100.0
6954,2023-05-25 21:00:00,2023-05-25,21:00:00,offpeak,13.72,13.72,13.72,9.53,8.94,8.94,8.94,8.94,8.94,17833550.0,17586350.0,13859000.0
6955,2023-05-25 21:30:00,2023-05-25,21:30:00,offpeak,12.99,12.99,12.99,8.96,8.2,8.2,8.2,8.2,8.2,17803250.0,17326950.0,13892300.0
6956,2023-05-25 22:00:00,2023-05-25,22:00:00,offpeak,12.56,12.56,12.56,10.99,8.2,8.2,8.2,8.2,8.2,17323850.0,16929450.0,13471750.0
6957,2023-05-25 22:30:00,2023-05-25,22:30:00,offpeak,12.42,12.42,12.42,10.0,7.73,7.73,7.73,7.73,7.73,17079050.0,16589600.0,13351900.0
6958,2023-05-25 23:00:00,2023-05-25,23:00:00,offpeak,12.13,12.13,12.13,9.52,8.0,8.0,8.0,8.0,8.0,16549300.0,16344550.0,13060750.0
6959,2023-05-25 23:30:00,2023-05-25,23:30:00,offpeak,11.86,11.86,11.86,7.73,7.73,7.73,7.73,7.73,7.73,16267300.0,15843350.0,12907300.0
6960,2023-05-26 00:00:00,2023-05-26,00:00:00,offpeak,10.23,10.23,10.23,9.39,7.24,7.24,7.24,7.24,7.24,14808450.0,14954300.0,12677600.0
6961,2023-05-26 00:30:00,2023-05-26,00:30:00,offpeak,9.61,9.61,9.61,9.13,7.2,7.2,7.2,7.2,7.2,16263400.0,14829850.0,12813550.0
6962,2023-05-26 01:00:00,2023-05-26,01:00:00,offpeak,9.71,9.71,9.71,7.32,7.13,7.13,7.13,7.13,7.13,16785000.0,14810750.0,12888650.0
6963,2023-05-26 01:30:00,2023-05-26,01:30:00,offpeak,9.32,9.32,9.32,7.3,7.3,7.2,7.2,7.2,7.2,17128800.0,14830200.0,12725300.0
6964,2023-05-26 02:00:00,2023-05-26,02:00:00,offpeak,9.52,9.52,9.52,9.4,9.4,7.11,7.11,7.11,7.11,17316000.0,14928200.0,12873350.0
6965,2023-05-26 02:30:00,2023-05-26,02:30:00,offpeak,12.74,10.0,10.0,10.0,10.0,7.11,7.11,7.11,7.11,17102000.0,14871900.0,12792650.0
6966,2023-05-26 03:00:00,2023-05-26,03:00:00,offpeak,10.45,10.0,10.0,10.0,10.0,7.24,7.24,7.24,7.24,16841050.0,15037450.0,12750050.0
6967,2023-05-26 03:30:00,2023-05-26,03:30:00,offpeak,9.81,9.81,9.81,9.81,9.81,7.79,7.79,7.79,7.79,16766050.0,15183100.0,12850550.0
6968,2023-05-26 04:00:00,2023-05-26,04:00:00,offpeak,10.02,10.02,10.02,10.02,10.02,7.73,7.73,7.73,7.73,16732150.0,15412300.0,13034200.0
6969,2023-05-26 04:30:00,2023-05-26,04:30:00,offpeak,10.0,10.0,10.0,10.0,10.0,7.73,7.73,7.73,7.73,16829500.0,15460900.0,13054700.0
6970,2023-05-26 05:00:00,2023-05-26,05:00:00,offpeak,10.05,10.05,10.05,10.05,10.05,7.73,7.73,7.73,7.73,16795050.0,15634600.0,13113100.0
6971,2023-05-26 05:30:00,2023-05-26,05:30:00,offpeak,9.28,9.28,9.28,9.28,9.28,7.2,7.2,7.2,7.2,17364450.0,15491150.0,13300450.0
6972,2023-05-26 06:00:00,2023-05-26,06:00:00,offpeak,8.98,8.98,8.98,8.98,8.98,8.1,8.1,8.1,8.1,17242100.0,14641950.0,12527400.0
6973,2023-05-26 06:30:00,2023-05-26,06:30:00,offpeak,8.88,8.88,8.88,8.8,8.8,7.13,7.13,7.13,7.13,17922450.0,14567850.0,13061250.0
6974,2023-05-26 07:00:00,2023-05-26,07:00:00,offpeak,8.72,8.72,8.72,6.89,6.89,6.89,6.89,6.89,5.6,19049050.0,14660950.0,13229300.0
6975,2023-05-26 07:30:00,2023-05-26,07:30:00,offpeak,8.0,8.0,8.0,8.0,8.0,5.6,5.6,5.6,5.6,20022150.0,14926200.0,13741500.0
6976,2023-05-26 08:00:00,2023-05-26,08:00:00,peak,8.47,8.47,8.47,5.6,5.6,5.6,5.6,5.6,5.6,21755600.0,16143850.0,14100050.0
6977,2023-05-26 08:30:00,2023-05-26,08:30:00,peak,8.97,8.97,8.97,6.89,6.89,6.89,6.89,6.89,0.03,21986550.0,16692400.0,14417100.0
6978,2023-05-26 09:00:00,2023-05-26,09:00:00,peak,8.72,8.72,8.72,7.11,7.11,7.11,7.11,7.11,0.03,22036000.0,16125750.0,13793450.0
6979,2023-05-26 09:30:00,2023-05-26,09:30:00,peak,8.74,8.74,8.74,6.88,6.88,6.88,6.88,6.88,0.01,22394650.0,16295200.0,14107500.0
6980,2023-05-26 10:00:00,2023-05-26,10:00:00,peak,8.54,8.54,8.54,3.0,3.0,3.0,3.0,3.0,0.01,23138500.0,16308200.0,14261750.0
6981,2023-05-26 10:30:00,2023-05-26,10:30:00,peak,8.58,8.58,8.58,3.01,1.01,1.01,1.01,1.01,0.01,23254100.0,16345450.0,14347900.0
6982,2023-05-26 11:00:00,2023-05-26,11:00:00,peak,8.7,8.7,8.7,7.2,7.2,7.2,7.2,7.2,0.01,23080350.0,17226900.0,14438000.0
6983,2023-05-26 11:30:00,2023-05-26,11:30:00,peak,8.7,8.7,8.7,7.2,7.2,7.2,7.2,7.2,0.01,23018600.0,17023700.0,14226350.0
6984,2023-05-26 12:00:00,2023-05-26,12:00:00,peak,8.54,8.54,8.54,2.01,2.01,2.01,2.01,2.01,0.01,23690500.0,16444950.0,14208950.0
6985,2023-05-26 12:30:00,2023-05-26,12:30:00,peak,8.47,8.47,8.47,2.99,2.99,2.99,2.99,2.99,0.01,23556500.0,16301050.0,14032300.0
6986,2023-05-26 13:00:00,2023-05-26,13:00:00,peak,9.04,9.04,9.04,7.2,7.2,7.2,7.2,7.2,0.01,22455800.0,16825800.0,13867850.0
6987,2023-05-26 13:30:00,2023-05-26,13:30:00,peak,9.84,9.84,9.84,8.1,8.1,8.1,8.1,8.1,0.01,22297500.0,17725500.0,14399500.0
6988,2023-05-26 14:00:00,2023-05-26,14:00:00,peak,9.12,9.12,9.12,8.42,8.42,8.42,8.42,8.42,0.01,21684250.0,17245350.0,14272950.0
6989,2023-05-26 14:30:00,2023-05-26,14:30:00,peak,10.02,10.02,10.02,8.1,8.1,8.1,8.1,8.1,0.01,20408150.0,17112350.0,14173500.0
6990,2023-05-26 15:00:00,2023-05-26,15:00:00,peak,10.23,10.23,10.23,7.24,7.24,7.24,7.24,7.24,0.5,18836350.0,16178850.0,13773850.0
6991,2023-05-26 15:30:00,2023-05-26,15:30:00,peak,10.38,10.38,10.38,7.73,7.73,7.73,7.73,7.73,5.6,18523950.0,16517050.0,13885250.0
6992,2023-05-26 16:00:00,2023-05-26,16:00:00,peak,14.12,14.12,14.12,6.88,6.88,6.88,6.88,6.88,6.88,18186750.0,16718700.0,14309100.0
6993,2023-05-26 16:30:00,2023-05-26,16:30:00,peak,12.62,12.62,12.62,7.39,7.24,7.24,7.24,7.24,7.24,17798500.0,16804300.0,14308850.0
6994,2023-05-26 17:00:00,2023-05-26,17:00:00,peak,14.09,14.09,14.09,8.0,8.0,8.0,8.0,8.0,8.0,18184300.0,16940400.0,14208300.0
6995,2023-05-26 17:30:00,2023-05-26,17:30:00,peak,14.9,14.9,14.9,10.05,10.05,10.05,10.05,10.05,10.05,18077750.0,17103100.0,14179050.0
6996,2023-05-26 18:00:00,2023-05-26,18:00:00,peak,15.1,15.1,15.1,10.05,10.0,10.0,10.0,10.0,10.0,18127350.0,17740850.0,14609850.0
6997,2023-05-26 18:30:00,2023-05-26,18:30:00,peak,14.7,14.7,14.7,11.0,11.0,11.0,11.0,11.0,11.0,18120550.0,17813700.0,14638650.0
6998,2023-05-26 19:00:00,2023-05-26,19:00:00,peak,14.02,14.02,14.02,10.94,10.94,10.94,10.94,10.94,10.94,18425850.0,17864250.0,14780500.0
6999,2023-05-26 19:30:00,2023-05-26,19:30:00,peak,14.02,14.02,14.02,10.94,10.94,10.94,10.94,10.94,10.94,18645000.0,17674450.0,14671450.0
7000,2023-05-26 20:00:00,2023-05-26,20:00:00,offpeak,13.08,13.08,13.08,12.05,11.39,11.39,11.39,11.39,11.39,18536000.0,17433050.0,14263250.0
7001,2023-05-26 20:30:00,2023-05-26,20:30:00,offpeak,12.88,12.88,12.88,12.88,11.0,11.0,11.0,11.0,11.0,18764050.0,17210250.0,14285450.0
7002,2023-05-26 21:00:00,2023-05-26,21:00:00,offpeak,12.46,12.46,12.46,12.46,9.06,9.06,9.06,9.06,9.06,18354200.0,16680400.0,13946850.0
7003,2023-05-26 21:30:00,2023-05-26,21:30:00,offpeak,11.96,11.96,11.96,10.15,9.03,9.03,9.03,9.03,9.03,18118400.0,16404250.0,13619550.0
7004,2023-05-26 22:00:00,2023-05-26,22:00:00,offpeak,11.72,11.72,11.72,11.72,8.59,8.59,8.59,8.59,8.59,17941750.0,16207800.0,13428600.0
7005,2023-05-26 22:30:00,2023-05-26,22:30:00,offpeak,10.23,10.23,10.23,10.08,8.42,8.42,8.42,8.42,8.42,17749450.0,15998100.0,13316900.0
7006,2023-05-26 23:00:00,2023-05-26,23:00:00,offpeak,10.23,10.23,10.23,10.23,8.42,8.42,8.42,8.42,8.42,17051900.0,15571450.0,13129000.0
7007,2023-05-26 23:30:00,2023-05-26,23:30:00,offpeak,10.23,10.23,10.23,9.85,7.79,7.79,7.79,7.79,7.79,16375700.0,15204350.0,13042450.0
7008,2023-05-27 00:00:00,2023-05-27,00:00:00,offpeak,10.0,10.0,10.0,9.32,8.27,8.27,8.27,8.27,8.27,15040250.0,14681950.0,12235650.0
7009,2023-05-27 00:30:00,2023-05-27,00:30:00,offpeak,9.02,9.02,9.02,9.02,8.16,8.16,8.16,8.16,8.16,16571500.0,14544050.0,12165850.0
7010,2023-05-27 01:00:00,2023-05-27,01:00:00,offpeak,8.7,8.7,8.7,8.7,8.16,8.16,8.16,8.16,6.0,17110550.0,14442250.0,12168300.0
7011,2023-05-27 01:30:00,2023-05-27,01:30:00,offpeak,8.56,8.56,8.56,8.56,8.16,8.16,8.16,8.16,6.0,17414100.0,14425200.0,12240050.0
7012,2023-05-27 02:00:00,2023-05-27,02:00:00,offpeak,8.59,8.59,8.59,8.59,8.16,8.16,8.16,8.16,8.16,17239500.0,14549900.0,12334650.0
7013,2023-05-27 02:30:00,2023-05-27,02:30:00,offpeak,8.79,8.79,8.79,8.79,8.16,8.16,8.16,8.16,8.16,16943500.0,14537450.0,12263500.0
7014,2023-05-27 03:00:00,2023-05-27,03:00:00,offpeak,9.24,9.24,9.24,9.24,8.17,8.17,8.17,8.17,8.17,17397700.0,14761350.0,12341850.0
7015,2023-05-27 03:30:00,2023-05-27,03:30:00,offpeak,9.2,9.2,9.2,9.2,8.27,8.27,8.27,8.27,8.27,17445350.0,14946300.0,12449800.0
7016,2023-05-27 04:00:00,2023-05-27,04:00:00,offpeak,9.1,9.1,9.1,9.1,8.49,8.49,8.49,8.49,8.49,17181800.0,14633100.0,12086950.0
7017,2023-05-27 04:30:00,2023-05-27,04:30:00,offpeak,9.08,9.08,9.08,9.08,8.27,8.27,8.27,8.27,8.27,17134650.0,14375300.0,11862600.0
7018,2023-05-27 05:00:00,2023-05-27,05:00:00,offpeak,8.69,8.69,8.69,8.69,8.27,8.27,8.27,8.27,8.27,17491700.0,13930400.0,11635400.0
7019,2023-05-27 05:30:00,2023-05-27,05:30:00,offpeak,8.71,8.71,8.71,8.71,7.79,7.79,7.79,7.79,7.79,17737250.0,13549700.0,11596150.0
7020,2023-05-27 06:00:00,2023-05-27,06:00:00,offpeak,8.15,8.15,8.15,6.94,6.94,6.94,6.94,6.94,6.94,18191050.0,12120500.0,11062900.0
7021,2023-05-27 06:30:00,2023-05-27,06:30:00,offpeak,3.01,3.01,3.01,0.5,0.03,0.03,0.03,0.03,0.03,19970250.0,11445650.0,11172300.0
7022,2023-05-27 07:00:00,2023-05-27,07:00:00,offpeak,1.11,1.11,1.11,0.01,0.01,0.01,0.01,0.01,0.01,22050950.0,11265250.0,11132300.0
7023,2023-05-27 07:30:00,2023-05-27,07:30:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,22907100.0,11960500.0,11960500.0
7024,2023-05-27 08:00:00,2023-05-27,08:00:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,23854050.0,11563500.0,11563500.0
7025,2023-05-27 08:30:00,2023-05-27,08:30:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,24326900.0,11880000.0,11880000.0
7026,2023-05-27 09:00:00,2023-05-27,09:00:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,25679650.0,12050700.0,12050700.0
7027,2023-05-27 09:30:00,2023-05-27,09:30:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,26302400.0,12421000.0,12421000.0
7028,2023-05-27 10:00:00,2023-05-27,10:00:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,27735450.0,12409750.0,12409750.0
7029,2023-05-27 10:30:00,2023-05-27,10:30:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28409100.0,12206500.0,12206500.0
7030,2023-05-27 11:00:00,2023-05-27,11:00:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28256050.0,12234800.0,12234800.0
7031,2023-05-27 11:30:00,2023-05-27,11:30:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28441300.0,12183650.0,12183650.0
7032,2023-05-27 12:00:00,2023-05-27,12:00:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28966800.0,12021450.0,12021450.0
7033,2023-05-27 12:30:00,2023-05-27,12:30:00,offpeak,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,28922950.0,12071800.0,12071800.0
7034,2023-05-27 13:00:00,2023-05-27,13:00:00,offpeak,0.01,0.01,7.97,0.01,0.01,0.01,0.01,0.01,0.01,28997350.0,13427600.0,12811800.0
7035,2023-05-27 13:30:00,2023-05-27,13:30:00,offpeak,5.0,7.0,7.0,0.01,0.01,0.01,0.01,0.01,0.01,27985750.0,13520900.0,13059500.0
7036,2023-05-27 14:00:00,2023-05-27,14:00:00,offpeak,7.0,7.0,7.0,0.01,0.01,0.01,0.01,0.01,0.01,26549050.0,13431850.0,12968050.0
7037,2023-05-27 14:30:00,2023-05-27,14:30:00,offpeak,7.5,7.5,7.5,0.01,0.01,0.01,0.01,0.01,0.01,24909300.0,13213200.0,12733800.0
7038,2023-05-27 15:00:00,2023-05-27,15:00:00,offpeak,8.43,8.43,8.43,0.02,0.02,0.02,0.02,0.02,0.01,24134250.0,13107500.0,12358250.0
7039,2023-05-27 15:30:00,2023-05-27,15:30:00,offpeak,8.51,8.51,8.51,0.02,0.02,0.02,0.02,0.02,0.01,23411000.0,13966950.0,12713550.0
7040,2023-05-27 16:00:00,2023-05-27,16:00:00,offpeak,8.94,8.94,8.94,0.02,0.02,0.02,0.02,0.02,0.01,20792400.0,13062450.0,12481200.0
7041,2023-05-27 16:30:00,2023-05-27,16:30:00,offpeak,9.3,9.3,9.3,5.6,5.6,5.6,5.6,5.6,5.6,19303150.0,13654150.0,12270800.0
7042,2023-05-27 17:00:00,2023-05-27,17:00:00,offpeak,11.73,11.73,11.73,7.79,7.79,7.79,7.79,7.79,7.79,19396700.0,14825750.0,12366400.0
7043,2023-05-27 17:30:00,2023-05-27,17:30:00,offpeak,11.73,11.73,11.73,9.19,9.19,9.19,9.19,9.19,9.19,19160750.0,15251100.0,12400200.0
7044,2023-05-27 18:00:00,2023-05-27,18:00:00,offpeak,12.83,12.83,12.83,12.83,12.7,12.7,12.7,12.7,12.7,19224600.0,16374350.0,13072050.0
7045,2023-05-27 18:30:00,2023-05-27,18:30:00,offpeak,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,19019050.0,16768000.0,13316250.0
7046,2023-05-27 19:00:00,2023-05-27,19:00:00,offpeak,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,18984800.0,16769500.0,13430300.0
7047,2023-05-27 19:30:00,2023-05-27,19:30:00,offpeak,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,18856850.0,16754550.0,13267150.0
7048,2023-05-27 20:00:00,2023-05-27,20:00:00,offpeak,12.63,12.63,12.63,12.63,12.63,12.63,12.63,12.63,12.63,18994150.0,16448400.0,13290900.0
7049,2023-05-27 20:30:00,2023-05-27,20:30:00,offpeak,12.56,12.56,12.56,11.39,11.39,11.39,11.39,11.39,11.39,18908050.0,16341650.0,13243850.0
7050,2023-05-27 21:00:00,2023-05-27,21:00:00,offpeak,11.73,11.73,11.73,10.94,10.94,10.94,10.94,10.94,10.94,18438550.0,15898650.0,12918800.0
7051,2023-05-27 21:30:00,2023-05-27,21:30:00,offpeak,11.72,11.72,11.72,9.65,9.65,9.65,9.65,9.65,9.65,18416750.0,15548900.0,12799650.0
7052,2023-05-27 22:00:00,2023-05-27,22:00:00,offpeak,11.59,11.59,11.59,9.19,8.17,8.17,8.17,8.17,8.17,18116100.0,15155600.0,12535600.0
7053,2023-05-27 22:30:00,2023-05-27,22:30:00,offpeak,10.31,10.31,10.31,8.77,8.16,8.16,8.16,8.16,8.16,17661500.0,14811800.0,12368600.0
7054,2023-05-27 23:00:00,2023-05-27,23:00:00,offpeak,10.25,10.25,10.25,7.3,7.3,7.3,7.3,7.3,7.3,17081350.0,14267500.0,12040500.0
7055,2023-05-27 23:30:00,2023-05-27,23:30:00,offpeak,9.85,9.85,9.85,6.94,6.94,6.94,6.94,6.94,6.94,16700250.0,13975000.0,11994650.0
7056,2023-05-28 00:00:00,2023-05-28,00:00:00,offpeak,10.24,10.24,10.24,8.53,7.18,7.18,7.18,7.18,7.18,15237400.0,14057750.0,12072000.0
7057,2023-05-28 00:30:00,2023-05-28,00:30:00,offpeak,9.6,9.6,9.6,6.94,6.94,6.94,6.94,6.94,6.94,16837400.0,13996000.0,12129850.0
7058,2023-05-28 01:00:00,2023-05-28,01:00:00,offpeak,9.24,9.24,9.24,6.5,6.5,6.5,6.5,6.5,6.5,17894950.0,13807050.0,12042800.0
7059,2023-05-28 01:30:00,2023-05-28,01:30:00,offpeak,9.04,9.04,9.04,6.0,6.0,6.0,6.0,6.0,6.0,18374900.0,13805900.0,12055000.0
7060,2023-05-28 02:00:00,2023-05-28,02:00:00,offpeak,8.93,8.93,8.93,8.93,6.94,6.94,6.94,6.94,6.94,18614400.0,13912650.0,12081900.0
7061,2023-05-28 02:30:00,2023-05-28,02:30:00,offpeak,9.49,9.49,9.49,9.49,7.3,7.3,7.3,7.3,7.3,18674750.0,14159500.0,12123250.0
7062,2023-05-28 03:00:00,2023-05-28,03:00:00,offpeak,9.23,9.23,9.23,9.23,7.3,7.3,7.3,7.3,7.3,18771050.0,14205600.0,12157300.0
7063,2023-05-28 03:30:00,2023-05-28,03:30:00,offpeak,9.18,9.18,9.18,9.18,7.79,7.79,7.79,7.79,7.79,18988950.0,14292650.0,12137300.0
7064,2023-05-28 04:00:00,2023-05-28,04:00:00,offpeak,9.2,9.2,9.2,9.2,8.27,8.27,8.27,8.27,8.27,19009950.0,14341800.0,12012750.0
7065,2023-05-28 04:30:00,2023-05-28,04:30:00,offpeak,9.52,9.52,9.52,9.34,8.53,8.53,8.53,8.53,8.53,18870250.0,14012250.0,11704700.0
7066,2023-05-28 05:00:00,2023-05-28,05:00:00,offpeak,9.13,9.13,9.13,9.13,8.66,8.66,8.66,8.66,8.66,19147600.0,13650500.0,11380050.0
7067,2023-05-28 05:30:00,2023-05-28,05:30:00,offpeak,8.49,8.49,8.49,8.49,7.18,7.18,7.18,7.18,7.18,19753050.0,13152850.0,11435450.0
7068,2023-05-28 06:00:00,2023-05-28,06:00:00,offpeak,8.8,8.8,8.8,5.6,5.6,5.6,5.6,5.6,5.6,19204800.0,12014000.0,10972350.0
7069,2023-05-28 06:30:00,2023-05-28,06:30:00,offpeak,8.5,8.5,8.5,0.01,0.01,0.01,0.01,0.01,0.01,20450100.0,11125150.0,10548150.0
7070,2023-05-28 07:00:00,2023-05-28,07:00:00,offpeak,8.58,8.58,8.58,0.01,0.01,0.01,0.01,0.01,0.01,21272600.0,11132250.0,10520400.0
7071,2023-05-28 07:30:00,2023-05-28,07:30:00,offpeak,6.02,6.02,6.02,0.01,0.01,0.01,0.01,0.01,0.01,21953050.0,11040050.0,10681100.0
7072,2023-05-28 08:00:00,2023-05-28,08:00:00,offpeak,8.33,8.33,8.33,0.01,0.01,0.01,0.01,0.01,0.01,23588150.0,11243300.0,10073150.0
7073,2023-05-28 08:30:00,2023-05-28,08:30:00,offpeak,9.0,9.0,9.0,0.01,0.01,0.01,0.01,0.01,0.01,23720500.0,11718900.0,10414000.0
7074,2023-05-28 09:00:00,2023-05-28,09:00:00,offpeak,8.47,8.47,8.47,0.01,0.01,0.01,0.01,0.01,0.01,24023250.0,11929700.0,10805000.0
7075,2023-05-28 09:30:00,2023-05-28,09:30:00,offpeak,7.99,7.99,7.99,0.01,0.01,0.01,0.01,0.01,0.01,24663950.0,12191050.0,11343250.0
7076,2023-05-28 10:00:00,2023-05-28,10:00:00,offpeak,8.02,8.02,8.02,0.01,0.01,0.01,0.01,0.01,0.01,24733350.0,12574150.0,11732400.0
7077,2023-05-28 10:30:00,2023-05-28,10:30:00,offpeak,8.0,8.0,8.0,0.01,0.01,0.01,0.01,0.01,0.01,25246200.0,12390550.0,11561200.0
7078,2023-05-28 11:00:00,2023-05-28,11:00:00,offpeak,8.03,8.03,8.03,0.01,0.01,0.01,0.01,0.01,0.01,25824500.0,12499050.0,11628350.0
7079,2023-05-28 11:30:00,2023-05-28,11:30:00,offpeak,8.2,8.2,8.2,0.01,0.01,0.01,0.01,0.01,0.01,25602000.0,12589000.0,11638650.0
7080,2023-05-28 12:00:00,2023-05-28,12:00:00,offpeak,8.04,8.04,8.04,0.01,0.01,0.01,0.01,0.01,0.01,25805250.0,12403250.0,11555500.0
7081,2023-05-28 12:30:00,2023-05-28,12:30:00,offpeak,8.18,8.18,8.18,0.01,0.01,0.01,0.01,0.01,0.01,25343800.0,12430000.0,11487700.0
7082,2023-05-28 13:00:00,2023-05-28,13:00:00,offpeak,8.23,8.23,8.23,0.01,0.01,0.01,0.01,0.01,0.01,25309100.0,12696000.0,11646450.0
7083,2023-05-28 13:30:00,2023-05-28,13:30:00,offpeak,8.54,8.54,8.54,0.01,0.01,0.01,0.01,0.01,0.01,24888750.0,12849000.0,11768800.0
7084,2023-05-28 14:00:00,2023-05-28,14:00:00,offpeak,8.84,8.84,8.84,0.01,0.01,0.01,0.01,0.01,0.01,23899000.0,12618250.0,11391150.0
7085,2023-05-28 14:30:00,2023-05-28,14:30:00,offpeak,9.02,9.02,9.02,0.01,0.01,0.01,0.01,0.01,0.01,22517350.0,12548250.0,11490500.0
7086,2023-05-28 15:00:00,2023-05-28,15:00:00,offpeak,8.97,8.97,8.97,0.01,0.01,0.01,0.01,0.01,0.01,21420650.0,11930350.0,11156900.0
7087,2023-05-28 15:30:00,2023-05-28,15:30:00,offpeak,9.48,9.48,9.48,0.01,0.01,0.01,0.01,0.01,0.01,20289600.0,11763250.0,10639100.0
