DATE,IM_TK,DA_TK,DA_SYSTEM_PRICE,DA_TOTAL_VOLUME,DA_BUY_VOLUME,DA_SELL_VOLUME,PRECIPITATION,RADIATION,WIND_DIRECTION,WIND_SPEED,TEMPERATURE,GAS_USD,USD_JPY,GAS_JPY,TTS,TTB,TTM
2022-11-01 00:00:00,26.04,28.01,19.68,16085100,17531500,18189050,0.0,0.0,292.5,2.2,13.0,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 00:30:00,26.25,28.0,19.41,16050150,17907350,19453000,0.0,0.0,292.5,2.2,13.0,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 01:00:00,20.91,27.69,19.2,16013500,18151200,20249600,0.0,0.0,315.0,2.3,12.8,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 01:30:00,46.67,27.01,19.2,16013850,18287700,20478250,0.0,0.0,315.0,2.3,12.8,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 02:00:00,21.41,24.64,19.21,16017600,18416450,20585050,0.0,0.0,292.5,2.2,12.2,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 02:30:00,26.38,24.01,19.52,16125000,18490500,20732650,0.0,0.0,292.5,2.2,12.2,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 03:00:00,39.47,28.0,23.99,16226750,18841700,20411300,0.0,0.0,292.5,2.3,12.6,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 03:30:00,46.67,28.0,27.76,16260850,19041350,20165000,0.0,0.0,292.5,2.3,12.6,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 04:00:00,24.39,28.01,26.94,16193700,19191600,20058100,0.0,0.0,315.0,1.8,12.7,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 04:30:00,15.75,28.01,27.76,16197650,19174650,19762200,0.0,0.0,315.0,1.8,12.7,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 05:00:00,8.04,28.29,28.01,16411550,19599200,19906200,0.0,0.0,0.0,2.4,12.8,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 05:30:00,42.94,28.16,28.01,16472650,19654900,20000600,0.0,0.0,0.0,2.4,12.8,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 06:00:00,42.94,32.38,30.0,16579250,20039750,19409850,0.0,0.0,292.5,2.7,12.7,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 06:30:00,24.4,30.35,30.0,16616950,20185350,19353650,0.0,0.0,292.5,2.7,12.7,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 07:00:00,28.85,29.88,29.73,16913250,20433400,19308400,0.0,0.04,292.5,2.5,12.7,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 07:30:00,27.92,29.36,29.07,17339250,21087850,19736100,0.0,0.04,292.5,2.5,12.7,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 08:00:00,27.77,30.74,30.74,18237900,22486700,20170000,0.0,0.24,315.0,2.1,13.4,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 08:30:00,26.93,30.9,30.16,18520400,23336750,20771900,0.0,0.24,315.0,2.1,13.4,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 09:00:00,27.46,31.7,30.03,18892100,23892800,20938100,0.0,0.5,0.0,2.1,14.3,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 09:30:00,28.96,29.79,28.99,19099950,23754450,21238750,0.0,0.5,0.0,2.1,14.3,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 10:00:00,29.97,29.08,28.0,19086600,23395650,21537550,0.0,1.0,315.0,2.4,15.9,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 10:30:00,31.41,28.62,28.0,19047050,23047700,21555050,0.0,1.0,315.0,2.4,15.9,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 11:00:00,36.93,28.87,28.0,19082150,22870150,21544000,0.0,0.98,315.0,2.8,16.3,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 11:30:00,30.03,29.06,28.01,18916750,22728250,21406950,0.0,0.98,315.0,2.8,16.3,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 12:00:00,36.6,28.0,25.28,18791250,22280100,21704150,0.0,1.01,0.0,2.1,16.6,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 12:30:00,37.67,27.82,25.28,18659950,22062900,21643300,0.0,1.01,0.0,2.1,16.6,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 13:00:00,38.43,28.92,28.24,18615750,22411550,21031750,0.0,0.82,292.5,2.4,17.1,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 13:30:00,39.35,29.28,28.41,18525100,22501450,20633900,0.0,0.82,292.5,2.4,17.1,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 14:00:00,37.93,30.02,29.49,18333700,22723850,20378100,0.0,0.77,0.0,1.7,17.3,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 14:30:00,39.59,32.87,31.08,18051350,22899700,19956450,0.0,0.77,0.0,1.7,17.3,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 15:00:00,42.24,31.62,29.88,17862600,22022700,19677350,0.0,0.37,0.0,2.2,17.1,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 15:30:00,60.03,38.29,38.29,17623000,22110650,18987700,0.0,0.37,0.0,2.2,17.1,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 16:00:00,53.37,38.3,38.3,17828600,21838900,18970850,0.0,0.13,292.5,1.6,17.0,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 16:30:00,47.53,38.78,38.78,17779850,21998750,18732300,0.0,0.13,292.5,1.6,17.0,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 17:00:00,60.03,39.03,38.88,17688350,21915700,18566950,0.0,0.02,315.0,3.1,16.6,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 17:30:00,47.53,39.03,38.88,17529050,21809300,18488850,0.0,0.02,315.0,3.1,16.6,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 18:00:00,63.08,38.93,38.78,17656850,21897250,18663000,0.0,0.0,292.5,2.5,16.3,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 18:30:00,27.54,38.73,38.73,17600650,21822050,18585000,0.0,0.0,292.5,2.5,16.3,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 19:00:00,43.53,38.14,38.0,17609050,21319350,18660000,0.0,0.0,315.0,3.1,15.6,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 19:30:00,78.5,32.38,32.87,17423250,21152650,18980100,0.0,0.0,315.0,3.1,15.6,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 20:00:00,26.93,32.87,32.38,17290250,21061900,19066050,0.0,0.0,315.0,1.9,15.2,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 20:30:00,34.12,31.96,30.39,17249300,20971850,19408650,0.0,0.0,315.0,1.9,15.2,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 21:00:00,34.09,29.74,29.41,17141350,20544900,19645750,0.0,0.0,292.5,1.7,14.7,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 21:30:00,28.0,28.57,25.28,16984900,19734250,19745650,0.0,0.0,292.5,1.7,14.7,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 22:00:00,25.49,28.61,24.64,16613200,19379700,19696200,0.0,0.0,292.5,1.9,14.8,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 22:30:00,18.43,28.6,24.54,16523650,19166150,19804600,0.0,0.0,292.5,1.9,14.8,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 23:00:00,30.92,28.01,23.01,16471800,18680350,19519550,0.0,0.0,292.5,1.3,14.4,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-01 23:30:00,26.55,28.0,19.94,16439750,18015450,19381300,0.0,0.0,292.5,1.3,14.4,27.54,148.77,4097.0,149.77,147.77,148.77
2022-11-02 00:00:00,29.24,28.18,23.0,15724800,17673900,17923200,0.0,0.0,112.5,0.4,13.9,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 00:30:00,27.16,27.99,21.4,15525650,17827700,19106200,0.0,0.0,112.5,0.4,13.9,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 01:00:00,15.3,27.93,20.88,15508350,18030300,19642200,0.0,0.0,0.0,1.4,14.3,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 01:30:00,25.45,27.61,20.02,15576750,18010650,19899450,0.0,0.0,0.0,1.4,14.3,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 02:00:00,27.16,27.64,21.66,15618200,18067450,20653550,0.0,0.0,292.5,1.9,12.6,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 02:30:00,26.56,27.89,22.82,15697150,18126050,20788150,0.0,0.0,292.5,1.9,12.6,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 03:00:00,24.71,28.01,23.85,15810600,18209400,20608500,0.0,0.0,315.0,1.7,13.2,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 03:30:00,25.14,28.05,27.94,15921750,18381700,20359100,0.0,0.0,315.0,1.7,13.2,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 04:00:00,25.47,28.13,27.99,16006950,18538650,20368900,0.0,0.0,315.0,2.2,11.9,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 04:30:00,22.51,28.3,27.99,16127300,18616300,20208250,0.0,0.0,315.0,2.2,11.9,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 05:00:00,18.78,28.87,28.19,16148050,19039650,19862000,0.0,0.0,292.5,1.6,12.5,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 05:30:00,34.07,29.0,28.34,16163750,19262200,19918150,0.0,0.0,292.5,1.6,12.5,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 06:00:00,25.55,30.39,29.55,16356450,19593700,19852300,0.0,0.0,315.0,1.6,12.5,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 06:30:00,24.43,30.16,28.95,16481750,19650850,20196500,0.0,0.0,315.0,1.6,12.5,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 07:00:00,24.71,28.37,25.28,17184150,19721550,21408850,0.0,0.1,292.5,1.9,13.0,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 07:30:00,25.54,27.64,19.39,17541650,19803900,22409700,0.0,0.1,292.5,1.9,13.0,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 08:00:00,23.4,27.62,19.28,18319350,20045950,23568750,0.0,0.79,0.0,2.4,14.8,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 08:30:00,19.06,26.25,19.38,18825850,20516650,24635000,0.0,0.79,0.0,2.4,14.8,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 09:00:00,16.08,23.0,19.05,19390900,20874300,26122700,0.0,1.42,22.5,1.9,16.5,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 09:30:00,12.58,22.5,18.0,19452250,20433250,27084550,0.0,1.42,22.5,1.9,16.5,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 10:00:00,14.19,21.16,18.57,19537850,20276400,28280250,0.0,1.93,45.0,1.4,18.4,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 10:30:00,6.73,17.03,10.0,19530700,19915950,29116900,0.0,1.93,45.0,1.4,18.4,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 11:00:00,22.82,17.22,5.0,19479100,19791650,29295600,0.0,2.24,45.0,1.6,20.3,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 11:30:00,19.31,12.01,4.65,19159050,19432900,29461900,0.0,2.24,45.0,1.6,20.3,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 12:00:00,7.46,5.0,1.0,18610700,18763000,29731950,0.0,2.34,337.5,2.6,21.4,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 12:30:00,7.37,10.0,1.0,18405450,18680350,29406900,0.0,2.34,337.5,2.6,21.4,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 13:00:00,19.02,18.57,5.0,18439650,19034750,27801350,0.0,2.19,202.5,1.3,21.4,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 13:30:00,7.37,23.71,15.59,18467100,19527650,26663100,0.0,2.19,202.5,1.3,21.4,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 14:00:00,43.31,20.06,19.14,18549700,19854150,25527150,0.0,1.83,315.0,1.4,22.3,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 14:30:00,27.69,25.0,20.06,18540550,20384650,23987100,0.0,1.83,315.0,1.4,22.3,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 15:00:00,43.31,28.01,19.76,17868600,19631950,22367100,0.0,1.3,157.5,3.4,21.2,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 15:30:00,30.19,29.49,22.18,17786950,20323400,20971900,0.0,1.3,157.5,3.4,21.2,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 16:00:00,32.08,37.83,30.16,17651050,21046650,19840900,0.0,0.66,157.5,2.3,20.8,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 16:30:00,28.09,38.42,35.75,17749100,21631550,19184300,0.0,0.66,157.5,2.3,20.8,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 17:00:00,27.27,38.93,36.0,17694150,21468700,19134300,0.0,0.1,157.5,2.1,17.8,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 17:30:00,26.6,38.78,37.83,17596900,21442500,18984650,0.0,0.1,157.5,2.1,17.8,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 18:00:00,37.77,38.58,35.75,17689850,21409100,19101400,0.0,0.0,157.5,2.0,17.0,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 18:30:00,33.94,38.29,34.04,17654950,21033300,19202700,0.0,0.0,157.5,2.0,17.0,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 19:00:00,28.65,38.25,32.38,17581450,20808900,19311050,0.0,0.0,157.5,2.9,16.6,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 19:30:00,27.11,37.84,30.16,17592300,20647200,19564350,0.0,0.0,157.5,2.9,16.6,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 20:00:00,26.57,37.78,31.62,17094350,20517500,19358900,0.0,0.0,157.5,2.0,17.4,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 20:30:00,26.46,35.83,29.74,17041350,20267900,19571400,0.0,0.0,157.5,2.0,17.4,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 21:00:00,27.04,31.96,29.51,16864000,20107350,19567800,0.0,0.0,180.0,1.6,17.2,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 21:30:00,26.44,29.06,28.01,16777250,19540600,19946600,0.0,0.0,180.0,1.6,17.2,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 22:00:00,27.26,29.04,27.64,16311500,19247300,19619150,0.0,0.0,157.5,1.7,17.2,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 22:30:00,27.16,28.98,26.23,16292650,18944850,19630950,0.0,0.0,157.5,1.7,17.2,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 23:00:00,26.6,28.46,26.54,16299700,18569300,19390500,0.0,0.0,157.5,1.2,15.7,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-02 23:30:00,26.13,27.99,23.72,16300200,17998050,19179850,0.0,0.0,157.5,1.2,15.7,29.105,147.62,4296.0,148.62,146.62,147.62
2022-11-03 00:00:00,26.12,28.01,26.18,14282150,16311900,16239500,0.0,0.0,225.0,0.4,15.3,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 00:30:00,24.59,27.97,23.0,14125300,16347300,17381800,0.0,0.0,225.0,0.4,15.3,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 01:00:00,26.23,27.76,21.65,14089000,16517800,18349800,0.0,0.0,315.0,1.5,14.9,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 01:30:00,24.05,27.56,22.0,14106950,16577700,18559950,0.0,0.0,315.0,1.5,14.9,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 02:00:00,26.1,27.77,24.33,14137400,16898800,19103500,0.0,0.0,337.5,3.1,15.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 02:30:00,27.09,27.97,27.83,14244000,17054650,19089650,0.0,0.0,337.5,3.1,15.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 03:00:00,23.85,28.01,28.01,14423450,17261950,18723600,0.0,0.0,337.5,1.8,14.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 03:30:00,27.51,28.01,28.06,14648450,17225250,18770300,0.0,0.0,337.5,1.8,14.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 04:00:00,27.03,28.16,28.16,14652200,17571200,18642000,0.0,0.0,337.5,2.2,13.7,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 04:30:00,25.89,28.47,28.29,14671300,17689350,18517600,0.0,0.0,337.5,2.2,13.7,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 05:00:00,23.91,28.41,28.21,14763400,17630150,18586500,0.0,0.0,337.5,2.1,13.6,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 05:30:00,24.71,28.92,28.2,14649250,17668550,18518200,0.0,0.0,337.5,2.1,13.6,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 06:00:00,43.31,30.52,29.03,14307100,17721950,17968000,0.0,0.0,337.5,1.9,12.9,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 06:30:00,34.08,29.53,28.65,14240550,17571350,18038600,0.0,0.0,337.5,1.9,12.9,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 07:00:00,25.13,28.05,27.56,14441000,17636100,18844850,0.0,0.11,292.5,1.5,14.4,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 07:30:00,23.29,28.2,27.61,14402050,17720150,19077950,0.0,0.11,292.5,1.5,14.4,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 08:00:00,20.41,26.51,25.28,15075550,17867600,21602850,0.0,0.65,0.0,0.7,16.1,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 08:30:00,20.38,23.72,19.14,15573650,17758650,22865950,0.0,0.65,0.0,0.7,16.1,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 09:00:00,7.37,26.34,20.96,16200400,18950450,24660600,0.0,1.26,292.5,1.2,16.9,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 09:30:00,7.37,22.0,20.29,16297950,18621650,25286150,0.0,1.26,292.5,1.2,16.9,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 10:00:00,7.37,21.57,20.02,16286000,18279750,26593450,0.0,1.87,292.5,1.5,18.7,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 10:30:00,7.46,21.0,19.69,16415400,18071750,27131250,0.0,1.87,292.5,1.5,18.7,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 11:00:00,7.46,21.0,15.0,16407900,17930250,27708800,0.0,2.17,157.5,2.0,20.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 11:30:00,7.46,21.0,10.39,16310700,17793500,27759350,0.0,2.17,157.5,2.0,20.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 12:00:00,7.37,20.85,10.0,16126900,17500300,27649350,0.0,2.27,180.0,2.7,22.1,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 12:30:00,7.37,17.83,8.72,15968150,17336300,27208950,0.0,2.27,180.0,2.7,22.1,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 13:00:00,14.19,25.0,18.58,15873700,17794200,25533200,0.0,2.13,135.0,1.7,22.3,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 13:30:00,10.42,26.25,19.38,15673100,18044800,24258100,0.0,2.13,135.0,1.7,22.3,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 14:00:00,10.42,27.64,20.02,15127450,17835350,22671850,0.0,1.84,180.0,4.7,23.8,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 14:30:00,11.18,27.32,19.88,14852500,17487200,21379450,0.0,1.84,180.0,4.7,23.8,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 15:00:00,23.03,28.02,19.14,14471750,16594000,20071800,0.0,1.33,180.0,4.0,23.1,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 15:30:00,34.04,28.32,25.28,14540000,17228200,19024250,0.0,1.33,180.0,4.0,23.1,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 16:00:00,43.31,32.14,28.05,14977800,18036750,17443900,0.0,0.65,202.5,2.3,22.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 16:30:00,28.67,38.23,36.0,14848050,19071650,16919300,0.0,0.65,202.5,2.3,22.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 17:00:00,35.84,38.25,37.24,15269250,19462600,16914750,0.0,0.11,202.5,3.9,20.9,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 17:30:00,28.67,38.29,37.34,15593250,19749000,17029900,0.0,0.11,202.5,3.9,20.9,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 18:00:00,28.67,38.29,35.75,16167450,20021700,17472700,0.0,0.0,180.0,3.5,20.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 18:30:00,40.47,38.26,35.75,16085700,19873050,17855600,0.0,0.0,180.0,3.5,20.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 19:00:00,31.16,38.14,35.77,16067650,19745700,18157050,0.0,0.0,225.0,4.3,20.5,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 19:30:00,28.67,36.02,32.87,15865950,19553500,18218300,0.0,0.0,225.0,4.3,20.5,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 20:00:00,28.67,35.82,32.87,15624500,19495400,18250250,0.0,0.0,225.0,1.9,18.4,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 20:30:00,24.06,30.22,30.22,15519350,19139050,18248450,0.0,0.0,225.0,1.9,18.4,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 21:00:00,28.67,30.0,29.78,15322550,18886400,18245500,0.0,0.0,337.5,3.1,18.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 21:30:00,27.01,29.14,28.55,15181950,18590850,18425050,0.0,0.0,337.5,3.1,18.0,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 22:00:00,28.79,28.69,28.06,15133000,18275800,18748250,0.0,0.0,337.5,2.1,15.7,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 22:30:00,24.79,28.06,26.83,15126150,17829700,18677900,0.0,0.0,337.5,2.1,15.7,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 23:00:00,22.91,28.01,25.28,15032550,17346800,18422550,0.0,0.0,337.5,1.3,14.7,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-03 23:30:00,34.04,27.98,23.23,14465000,16322150,17739400,0.0,0.0,337.5,1.3,14.7,27.815,147.62,4106.0,148.62,146.62,147.62
2022-11-04 00:00:00,23.82,27.91,20.48,15356100,16970700,17604000,0.0,0.0,270.0,0.8,14.3,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 00:30:00,25.02,27.01,20.56,15380250,17245100,18755200,0.0,0.0,270.0,0.8,14.3,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 01:00:00,30.25,26.67,20.06,15351500,17469000,19646450,0.0,0.0,225.0,1.1,14.1,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 01:30:00,25.1,26.92,23.0,15314000,17645050,19714500,0.0,0.0,225.0,1.1,14.1,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 02:00:00,26.11,25.01,23.96,15555550,17832350,19924900,0.0,0.0,337.5,1.0,14.0,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 02:30:00,25.9,25.0,26.26,15785650,18224350,19935950,0.0,0.0,337.5,1.0,14.0,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 03:00:00,25.58,27.76,27.97,16034850,18554500,19877550,0.0,0.0,337.5,0.9,13.7,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 03:30:00,26.82,27.91,28.14,16085950,18702650,19580600,0.0,0.0,337.5,0.9,13.7,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 04:00:00,25.75,27.97,28.15,16139400,19112750,19574350,0.0,0.0,337.5,2.0,13.9,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 04:30:00,26.86,27.97,28.48,16146900,19203200,19405550,0.0,0.0,337.5,2.0,13.9,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 05:00:00,26.1,28.14,28.93,16085650,19437800,19304150,0.0,0.0,337.5,2.2,13.4,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 05:30:00,27.11,28.59,29.32,15945100,19585250,19161750,0.0,0.0,337.5,2.2,13.4,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 06:00:00,34.2,30.18,30.22,15747450,19574000,18525700,0.0,0.0,315.0,1.3,12.5,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 06:30:00,29.09,30.18,30.47,15624750,19707950,18478200,0.0,0.0,315.0,1.3,12.5,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 07:00:00,26.21,29.28,29.28,15897150,19536450,19339100,0.0,0.08,0.0,1.1,13.1,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 07:30:00,24.61,28.01,27.0,16323600,19505600,20414350,0.0,0.08,0.0,1.1,13.1,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 08:00:00,26.14,27.97,25.28,17222400,20250450,22308250,0.0,0.79,315.0,1.1,16.6,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 08:30:00,27.67,27.93,19.01,17654250,20162950,23787050,0.0,0.79,315.0,1.1,16.6,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 09:00:00,6.73,28.04,20.06,18391500,21696100,25305550,0.0,1.25,337.5,3.3,18.0,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 09:30:00,24.14,23.88,19.35,18646400,21406700,26348300,0.0,1.25,337.5,3.3,18.0,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 10:00:00,23.26,21.69,19.14,18745700,21180600,27240200,0.0,1.92,22.5,2.8,18.9,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 10:30:00,23.01,19.49,19.14,18944400,21112100,27770150,0.0,1.92,22.5,2.8,18.9,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 11:00:00,20.61,20.06,19.14,19087550,21277600,28048450,0.0,2.17,45.0,1.8,19.5,28.925,148.34,4291.0,149.34,147.34,148.34
2022-11-04 11:30:00,23.25,20.43,18.67,19046300,21128300,28105400,0.0,2.17,45.0,1.8,19.5,28.925,148.34,4291.0,149.34,147.34,148.34
